"filename", "language", "JSON", "JavaScript", "HTML", "Ruby", "Markdown", "YAML", "SCSS", "CSS", "comment", "blank", "total"
"/Users/haru/Desktop/haruapp/public/404.html", "HTML", 0, 0, 61, 0, 0, 0, 0, 0, 1, 6, 68
"/Users/haru/Desktop/haruapp/public/422.html", "HTML", 0, 0, 61, 0, 0, 0, 0, 0, 1, 6, 68
"/Users/haru/Desktop/haruapp/public/500.html", "HTML", 0, 0, 60, 0, 0, 0, 0, 0, 1, 6, 67
"/Users/haru/Desktop/haruapp/test/application_system_test_case.rb", "Ruby", 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/Users/haru/Desktop/haruapp/test/channels/application_cable/connection_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 7, 2, 12
"/Users/haru/Desktop/haruapp/test/controllers/lectures_controller_test.rb", "Ruby", 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"/Users/haru/Desktop/haruapp/test/controllers/likes_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/controllers/relationships_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/controllers/tweets_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/controllers/users_controller_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/fixtures/lectures.yml", "YAML", 0, 0, 0, 0, 0, 10, 0, 0, 1, 3, 14
"/Users/haru/Desktop/haruapp/test/fixtures/likes.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 1, 3, 10
"/Users/haru/Desktop/haruapp/test/fixtures/relationships.yml", "YAML", 0, 0, 0, 0, 0, 2, 0, 0, 8, 2, 12
"/Users/haru/Desktop/haruapp/test/fixtures/tags.yml", "YAML", 0, 0, 0, 0, 0, 4, 0, 0, 1, 3, 8
"/Users/haru/Desktop/haruapp/test/fixtures/tweet_tag_relations.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 1, 3, 10
"/Users/haru/Desktop/haruapp/test/fixtures/tweet_tags.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 1, 3, 10
"/Users/haru/Desktop/haruapp/test/fixtures/tweets.yml", "YAML", 0, 0, 0, 0, 0, 12, 0, 0, 1, 3, 16
"/Users/haru/Desktop/haruapp/test/fixtures/users.yml", "YAML", 0, 0, 0, 0, 0, 2, 0, 0, 8, 2, 12
"/Users/haru/Desktop/haruapp/test/models/lecture_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/like_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/relationship_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/tag_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/tweet_tag_relation_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/tweet_tag_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/tweet_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/models/user_test.rb", "Ruby", 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 8
"/Users/haru/Desktop/haruapp/test/test_helper.rb", "Ruby", 0, 0, 0, 7, 0, 0, 0, 0, 3, 4, 14
"Total", "-", 17, 114, 182, 1097, 13, 224, 83, 7, 761, 564, 3062
